Course,Title,CourseType,Instructor,StartDate,EndDate,Weekdays,StartTime,EndTime,Location,RoomType,Enrolled,Credits
CD 0143 15,Special Topics,LEC,Johnson Bruce,9/2/14,12/8/14,R,4:10 PM,7:10 PM,M012 129,Classroom,7,0
CD 0146 01,Applied Data Analysis,LEC,Schmid Callina Kristina Lauren,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M010 208,Computer Lab,16,1
CD 0151 01,Adv Intell Dev Yng Child,LEC,Feldman David H,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M012 157,Classroom,16,1
CD 0155 01,Development Of Language,LEC,Gidney Calvin L,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 206,Classroom,43,1
CD 0157 01,Theories Spiritual Dev,LEC,Scarlett W George,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M012 157,Classroom,7,1
CD 0163 01,Infancy,LEC,Easterbrooks M Ann,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M012 163,Seminar Room,12,1
CD 0170 01,Sem: Early/elem Educ,LEC,McWayne Christine,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M012 157,Classroom,8,1
CD 0171 01,Curric For Yng Child,LEC,Johnson Bruce,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M012 129,Classroom,5,1
CD 0178 01,Creative Move Body/lang,LEC,Celichowska Renata,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M040 106,Class Laboratory,11,1
CD 0191 01,Dev Psychopathology&adap,LEC,Modry-Mandell Kerri L,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M012 157,Classroom,32,1
CD 0193 01,Pediatric Psychology,LEC,Fleary Sasha,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M012 157,Classroom,9,1
CD 0197 01,Learn&attention Difficul,LEC,Daley Samantha,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M012 157,Classroom,12,1
CD 0199 01,Community Fld Placement,LEC,Scarlett W George,9/2/14,12/8/14,W,10:30 AM,11:45 AM,M012 163,Seminar Room,1,1
CD 0201 01,Doctoral Pro Seminar A,LEC,Pinderhughes Ellen,9/2/14,12/8/14,M,9:00 AM,12:00 PM,M012 129,Classroom,14,0
CD 0202 01,Master’s Pro Seminar,LEC,Pott Martha,9/2/14,12/8/14,M,10:00 AM,12:30 PM,M012 157,Classroom,16,0.5
CD 0203 01,Master's Internship Seminar,LEC,Pott Martha,9/2/14,12/8/14,W,4:30 PM,6:30 PM,M012 163,Seminar Room,5,1
CD 0211 01,Contmp Perspct&child Dev,LEC,Mistry Jayanthi,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M196E 100,Classroom,12,1
CD 0243 02,Special Topics,LEC,Camara Kathleen A,9/2/14,12/8/14,F,1:30 PM,4:00 PM,M012 163,Seminar Room,2,0
CD 0247 01,Program Evaluation,LEC,Goldman Laurie S.,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M108 103,Seminar Room,4,1
CD 0262 01,Cultural Sensitivity,LEC,Pinderhughes Ellen,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M012 163,Seminar Room,4,1
CD 0267 01,Sem Child & Mass Media,LEC,Dobrow Julie,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M011 117,Classroom,12,1
CD 0285 01,Adv Res Meth App Dev Sci,LEC,Lerner Richard M.,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M040 006,Classroom,17,1
CEE 0022 01,Structural Analysis,LEC,Sanayei Masoud,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M003 208,Classroom,20,1
CEE 0022 A,Structural Analysis,LAB,Sanayei Masoud,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M003 307,Class Laboratory,8,1
CEE 0022 B,Structural Analysis,LAB,Sanayei Masoud,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M003 307,Class Laboratory,12,1
CEE 0025 01,Rein Concrete Design,LEC,Brenner Brian,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M003 306,Classroom,18,1
CEE 0030 01,Environmental Chemistry,LEC,Durant John L,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M003 313,Classroom,7,1
CEE 0030 L,Environmental Chemistry,LAB,Durant John L,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M003 019,Class Laboratory,7,1
CEE 0042 01,Intro Geotech Engineerng,LEC,Swan Christopher,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M003 309,Classroom,22,1
CEE 0042 A,Intro Geotech Engineerng,LAB,Swan Christopher,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M003 007,Class Laboratory,9,1
CEE 0042 B,Intro Geotech Engineerng,LAB,Swan Christopher,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M003 007,Class Laboratory,13,1
CEE 0054 01,Fundamental Epidemiology,LEC,Woodin Mark A,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 112,Classroom,7,1
CEE 0106 01,Struc Dynamics&eq Eng'g,LEC,Sanayei Masoud,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M003 306,Classroom,9,1
CEE 0112 01,Hydrology/water Resource,LEC,Limbrunner James F,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M003 210,Classroom,8,1
CEE 0113 01,Groundwater,LEC,Garven Grant,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M006 100,Classroom,6,1
CEE 0122 01,Solid Mechanics,LEC,Kachanov Mark L,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M003 211,Classroom,0,1
CEE 0123 01,Adv Structural Analysis,LEC,Chen Po-Shang,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M003 208,Classroom,7,1
CEE 0124 01,Adv Steel Design,LEC,Henige Richard,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M003 208,Classroom,6,1
CEE 0136 01,Air Pollution Control,LEC,Zemba Stephen G,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M003 206,Classroom,7,1
CEE 0138 01,Hazard Waste Treat Tech,LEC,Cohen Larry,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M028 134,Classroom,3,1
CEE 0146 01,Foundation Engineering,LEC,Siebert Damian R,9/2/14,12/8/14,TR,8:05 AM,9:20 AM,M003 210,Classroom,15,1
CEE 0154 01,Principles Epidemiology,LEC,Woodin Mark A,9/2/14,12/8/14,R,6:30 PM,9:00 PM,M003 112,Classroom,10,1
CEE 0167 01,Environmental Toxicology,LEC,Desmarais Anne Marie C,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M003 208,Classroom,12,1
CEE 0185 01,Legal Issues Of Engin,LEC,Hatem David,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M003 208,Classroom,6,1
CEE 0187 01,Geographical Info System,LEC,Baise Laurie G,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 211,Classroom,13,1
CEE 0187 A,Geographical Info System,LAB,Baise Laurie G,9/2/14,12/8/14,M,1:30 PM,2:45 PM,M003 318,Computer Lab,4,1
CEE 0187 B,Geographical Info System,LAB,Baise Laurie G,9/2/14,12/8/14,M,3:00 PM,4:15 PM,M003 318,Computer Lab,9,1
CEE 0194 A,Special Topics,LEC,Islam Shafiqul,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 306,Classroom,11,1
CEE 0194 D,Special Topics,LEC,Lantagne Daniele Susan,9/2/14,12/8/14,M,8:30 AM,11:30 AM,M003 313,Classroom,5,1
CEE 0194 F,Special Topics,LEC,Koch Magaly,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M003 211,Classroom,0,1
CEE 0202 01,Env Statistics,LEC,Vogel Richard M,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M003 211,Classroom,9,1
CEE 0212 01,Chem Prin Env & Water,LEC,Chudyk Wayne A,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M003 306,Classroom,14,1
CEE 0213 01,Transport Prin Env & Wat,LEC,Ramsburg C. Andrew,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M003 210,Classroom,15,1
CEE 0241 01,Biology Water & Health,LEC,Gute David M,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M003 309,Classroom,2,1
CEE 0265 01,Corp Managmnt Env Issues,LEC,Rappaport Ann Barclay,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M003 211,Classroom,1,1
CEE 0287 01,Subsurface Fluid Dynamic,LEC,Garven Grant,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M006 006,Class Laboratory,3,1
CEE 0292 01,Graduate Seminar,LEC,Ramsburg C. Andrew,9/2/14,12/8/14,T,3:00 PM,4:15 PM,M003 112,Classroom,43,0
CEE 0292 02,Graduate Seminar,LEC,Ramsburg C. Andrew,9/2/14,12/8/14,T,3:00 PM,4:15 PM,M003 112,Classroom,1,0
CEE 0294 F,Special Topics,LEC,Zimmerman Michael A,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M003 309,Classroom,1,1
CH 0001 01,Intro Community Health,LEC,Allen Jennifer,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M009 104,Classroom,166,1
CH 0001 A,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M010 123,Seminar Room,15,1
CH 0001 B,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M022 153,Classroom,19,1
CH 0001 C,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M022 152,Classroom,8,1
CH 0001 D,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M022 152,Classroom,20,1
CH 0001 E,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,R,1:30 PM,2:20 PM,M007 225,Classroom,16,1
CH 0001 F,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,R,3:00 PM,3:50 PM,M010 124,Seminar Room,11,1
CH 0001 G,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,R,3:00 PM,3:50 PM,M007 225,Classroom,20,1
CH 0001 H,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,R,4:30 PM,5:25 PM,M003 313,Classroom,18,1
CH 0001 I,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,W,1:30 PM,2:20 PM,M027 113,Classroom,20,1
CH 0001 J,Intro Community Health,RCT,Allen Jennifer,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M002 003,Classroom,19,1
CH 0030 01,Community Health Methods,LEC,Tendulkar Shalini,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M017 224,Classroom,7,1
CH 0031 01,Intro Stats Health Apps,LEC,Kosinski Karen Claire,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M002 005,Classroom,23,1
CH 0054 01,Fundamental Epidemiology,LEC,Woodin Mark A,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 112,Classroom,38,1
CH 0099 02,Special Topics/comm Hlth,LEC,Gualtieri Lisa N,9/2/14,12/8/14,M,10:30 AM,11:45 AM,M006 100A,Classroom,9,1
CH 0099 03,Special Topics/comm Hlth,LEC,Nava-coulter Brett,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 201,Classroom,2,1
CH 0099 04,Special Topics/comm Hlth,LEC,Leung Rubin Carolyn C.,9/2/14,12/8/14,M,3:00 PM,5:30 PM,M006 100A,Classroom,14,1
CH 0104 01,Women & Health,LEC,Woo Meghan E.,9/2/14,12/8/14,M,6:00 PM,8:30 PM,M022 153,Classroom,25,1
CH 0106 01,HealthEthics & Policy,LEC,Ladin Keren,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M028 135,Classroom,29,1
CH 0107 01,Sci & Practice Medicine,LEC,Glickman-Simon Richard,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M003 210,Classroom,26,1
CH 0109 01,Com Act In Public Health,LEC,Roelofs Cora,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M024 314,Classroom,27,1
CH 0180 01,Internship,LEC,Reider Pamela Schoenberg,9/2/14,12/8/14,W,8:05 AM,9:20 AM,M010 203,Classroom,13,1
CH 0182 01,Comm Health Education A,LEC,Tendulkar Shalini,9/2/14,12/8/14,W,9:00 AM,10:15 AM,M010 202,Classroom,8,0
CH 0188 12,Special Topics,LEC,Roelofs Cora,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M017 110,Seminar Room,12,1
CH 0196 01,WASH Seminar,LEC,Kosinski Karen Claire,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M103 202,Classroom,14,1
CH 0197 01,Sr Thesis Comm Health A,LEC,Gute David M,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M103 202,Classroom,3,0
CHBE 0010 01,Chemical Process Prin,LEC,Ryder Daniel F,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M028 136,Classroom,37,1
CHBE 0021 01,Transport Phenomena I,LEC,Nair Nikhil,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M028 134,Classroom,32,1
CHBE 0045 01,Chem & Biol Separations,LEC,Asatekin Ayse,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M003 112,Classroom,44,1
CHBE 0051 01,Chem & Biological En Lab,LEC,Mess Derek,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M028 134,Classroom,23,0.5
CHBE 0051 02,Chem & Biological En Lab,LEC,Mess Derek,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M028 134,Classroom,21,0.5
CHBE 0109 01,Process Dynams & Control,LEC,Georgakis Christos,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M028 136,Classroom,44,1
CHBE 0110 01,Intro Optimization,LEC,Georgakis Christos,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M028 136,Classroom,8,1
CHBE 0111 01,Therm-Fluid Transport I,LEC,Abedian Behrouz,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M003 208,Classroom,0,1
CHBE 0121 01,Prin Of Polymerization,LEC,Asatekin Ayse,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M028 134,Classroom,11,1
CHBE 0136 01,Air Pollution Control,LEC,Zemba Stephen G,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M003 206,Classroom,1,1
CHBE 0138 01,Hazard Waste Treat Tech,LEC,Cohen Larry,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M028 134,Classroom,5,1
CHBE 0140 01,Surface & Colloid Chem,LEC,Panzer Matthew,9/2/14,12/8/14,TR,9:00 AM,10:15 AM,M028 135,Classroom,25,1
CHBE 0160 01,Biochemical Engineering,LEC,Ryder Daniel F,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M028 136,Classroom,12,1
CHBE 0164 01,Biomaterials & Regenerative Me,LEC,Marelli Benedetto,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M028 136,Classroom,5,1
CHBE 0167 01,Metabolic&cellular Engin,LEC,Lee Kyongbum,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M028 134,Classroom,11,1
CHBE 0168 01,Biotech Process Proj Lab,LEC,Yi Hyunmin,9/2/14,12/8/14,R,6:00 PM,9:30 PM,M028 135,Classroom,16,1
CHBE 0175 01,Elect Devices for Energy App,LEC,Panzer Matthew,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M028 134,Classroom,31,1
CHBE 0201 01,Math Meths In Chem Engr,LEC,Meldon Jerry H,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M028 135,Classroom,12,1
CHBE 0203 01,Adv Thermodynamics,LEC,Mess Derek,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M028 135,Classroom,9,1
CHBE 0291 01,Graduate Seminar,LEC,Ryder Daniel F,9/2/14,12/8/14,M,12:00 PM,1:15 PM,M028 136,Classroom,39,0
CHEM 0001 01,Chem Fundamentals W/lab,LEC,Kryatov Sergiy,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M009 104,Classroom,162,1
CHEM 0001 01,Chem Fundamentals W/lab,LEC,Kryatov Sergiy,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M009 104,Classroom,162,1
CHEM 0001 02,Chem Fundamentals W/lab,LEC,Kryatov Sergiy,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M009 104,Classroom,131,1
CHEM 0001 LA,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M009 207A,Class Laboratory,12,1
CHEM 0001 LB,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M009 207A,Class Laboratory,15,1
CHEM 0001 LC,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,M,6:30 PM,9:30 PM,M009 207A,Class Laboratory,16,1
CHEM 0001 LCC,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,M,6:30 PM,9:30 PM,M009 207A,Class Laboratory,11,1
CHEM 0001 LD,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,M,6:30 PM,9:30 PM,M009 207A,Class Laboratory,16,1
CHEM 0001 LE,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,T,8:30 AM,11:30 AM,M009 200,Class Laboratory,16,1
CHEM 0001 LF,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,T,8:30 AM,11:30 AM,M009 200,Class Laboratory,9,1
CHEM 0001 LG,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,T,8:30 AM,11:30 AM,M009 200,Class Laboratory,9,1
CHEM 0001 LGG,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M009 200,Class Laboratory,15,1
CHEM 0001 LI,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,W,8:30 AM,11:30 AM,M009 200,Class Laboratory,9,1
CHEM 0001 LK,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M009 207A,Class Laboratory,14,1
CHEM 0001 LKK,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M009 207A,Class Laboratory,15,1
CHEM 0001 LM,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,W,6:30 PM,9:30 PM,M009 207A,Class Laboratory,16,1
CHEM 0001 LN,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,W,6:30 PM,9:30 PM,M009 207A,Class Laboratory,15,1
CHEM 0001 LO,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M009 200,Class Laboratory,15,1
CHEM 0001 LP,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M009 200,Class Laboratory,6,1
CHEM 0001 LQ,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M009 200,Class Laboratory,15,1
CHEM 0001 LR,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,R,6:30 PM,9:30 PM,M009 200,Class Laboratory,16,1
CHEM 0001 LS,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,R,6:30 PM,9:30 PM,M009 200,Class Laboratory,12,1
CHEM 0001 LT,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,R,6:30 PM,9:30 PM,M009 200,Class Laboratory,14,1
CHEM 0001 LU,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,F,8:30 AM,11:30 AM,M009 200,Class Laboratory,11,1
CHEM 0001 LV,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,F,8:30 AM,11:30 AM,M009 200,Class Laboratory,2,1
CHEM 0001 LW,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,F,8:30 AM,11:30 AM,M009 200,Class Laboratory,1,1
CHEM 0001 LX,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,F,1:20 PM,4:20 PM,M009 200,Class Laboratory,10,1
CHEM 0001 LY,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,F,1:20 PM,4:20 PM,M009 200,Class Laboratory,1,1
CHEM 0001 LZZ,Chem Fundamentals W/lab,LAB,Kryatov Sergiy,9/2/14,12/8/14,,,,M009 200,Class Laboratory,2,1
CHEM 0001 RA,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,T,3:00 PM,3:50 PM,M009 112,Classroom,28,1
CHEM 0001 RC,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,T,9:30 AM,10:20 AM,M009 104,Classroom,29,1
CHEM 0001 RD,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M009 112,Classroom,28,1
CHEM 0001 RE,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M009 112,Classroom,28,1
CHEM 0001 RF,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,W,6:00 PM,6:50 PM,M009 112,Classroom,27,1
CHEM 0001 RG,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,R,7:30 PM,8:15 PM,M009 112,Classroom,15,1
CHEM 0001 RI,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,R,3:00 PM,3:50 PM,M009 112,Classroom,28,1
CHEM 0001 RJ,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,M,3:00 PM,3:50 PM,M009 112,Classroom,30,1
CHEM 0001 RP,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,M,7:30 PM,8:15 PM,M009 106,Classroom,16,1
CHEM 0001 RQ,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,W,7:30 PM,8:15 PM,M009 112,Classroom,13,1
CHEM 0001 RR,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,M,6:00 PM,6:50 PM,M009 106,Classroom,18,1
CHEM 0001 RS,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,F,8:30 AM,9:20 AM,M009 112,Classroom,6,1
CHEM 0001 RT,Chem Fundamentals W/lab,RCT,Kryatov Sergiy,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M009 106,Classroom,27,1
CHEM 0002 01,Chem Principles W/lab,LEC,Pamuk Turner Diren,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M009 104,Classroom,51,1
CHEM 0002 LC,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M009 200,Class Laboratory,11,1
CHEM 0002 LCC,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,T,6:30 PM,9:30 PM,M009 207A,Class Laboratory,12,1
CHEM 0002 LD,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,T,6:30 PM,9:30 PM,M009 207A,Class Laboratory,8,1
CHEM 0002 LDD,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,W,8:30 AM,11:30 AM,M009 200,Class Laboratory,0,1
CHEM 0002 LE,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,W,8:30 AM,11:30 AM,M009 200,Class Laboratory,0,1
CHEM 0002 LEE,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M009 207A,Class Laboratory,8,1
CHEM 0002 LF,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,W,6:30 PM,9:30 PM,M009 207A,Class Laboratory,8,1
CHEM 0002 LX,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,F,1:20 PM,4:20 PM,M009 200,Class Laboratory,4,1
CHEM 0002 LZZ,Chem Principles W/lab,LAB,Pamuk Turner Diren,9/2/14,12/8/14,,,,M009 200,Class Laboratory,0,1
CHEM 0002 RB,Chem Principles W/lab,RCT,Pamuk Turner Diren,9/2/14,12/8/14,R,3:00 PM,3:50 PM,M019 009,Classroom,15,1
CHEM 0002 RC,Chem Principles W/lab,RCT,Pamuk Turner Diren,9/2/14,12/8/14,W,9:30 AM,10:20 AM,M009 106,Classroom,17,1
CHEM 0002 RD,Chem Principles W/lab,RCT,Pamuk Turner Diren,9/2/14,12/8/14,R,5:00 PM,5:50 PM,M009 112,Classroom,13,1
CHEM 0002 RE,Chem Principles W/lab,RCT,Pamuk Turner Diren,9/2/14,12/8/14,W,5:00 PM,5:50 PM,M009 112,Classroom,4,1
CHEM 0011 01,General Chemistry,LEC,Batchelder Lynne,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M009 106,Classroom,40,1.5
CHEM 0011 01,General Chemistry,LEC,Batchelder Lynne,9/2/14,12/8/14,TRF,12:00 PM,1:15 PM,M009 106,Classroom,40,1.5
CHEM 0011 LA,General Chemistry,LAB,Batchelder Lynne,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M009 207A,Class Laboratory,13,1.5
CHEM 0011 LC,General Chemistry,LAB,Batchelder Lynne,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M009 200,Class Laboratory,12,1.5
CHEM 0011 LD,General Chemistry,LAB,Batchelder Lynne,9/2/14,12/8/14,T,6:30 PM,9:30 PM,M009 207A,Class Laboratory,12,1.5
CHEM 0011 LF,General Chemistry,LAB,Batchelder Lynne,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M009 200,Class Laboratory,2,1.5
CHEM 0011 LZZ,General Chemistry,LAB,Batchelder Lynne,9/2/14,12/8/14,,,,M009 200,Class Laboratory,1,1.5
CHEM 0011 RA,General Chemistry,RCT,Batchelder Lynne,9/2/14,12/8/14,R,8:30 AM,9:20 AM,M009 112,Classroom,13,1.5
CHEM 0011 RB,General Chemistry,RCT,Batchelder Lynne,9/2/14,12/8/14,T,9:30 AM,10:20 AM,M009 106,Classroom,24,1.5
CHEM 0031 01,Physical Chemistry I,LEC,Utz Arthur,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M007 001,Classroom,83,1
CHEM 0031 RA,Physical Chemistry I,RCT,Utz Arthur,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M009 104,Classroom,32,1
CHEM 0031 RB,Physical Chemistry I,RCT,Utz Arthur,9/2/14,12/8/14,T,8:30 AM,9:20 AM,M009 112,Classroom,26,1
CHEM 0031 RC,Physical Chemistry I,RCT,Utz Arthur,9/2/14,12/8/14,R,12:00 PM,12:50 PM,M004 114,Classroom,24,1
CHEM 0033 01,Physical Chemistry Lab,LEC,Campbell Victoria L,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M009 104,Classroom,60,0.5
CHEM 0033 A,Physical Chemistry Lab,LAB,TBD,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M009 207A,Class Laboratory,11,0.5
CHEM 0033 B,Physical Chemistry Lab,LAB,TBD,9/2/14,12/8/14,M,6:30 PM,9:30 PM,M009 207A,Class Laboratory,10,0.5
CHEM 0033 C,Physical Chemistry Lab,LAB,Campbell Victoria L,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M009 207A,Class Laboratory,5,0.5
